,Unnamed: 0,year,month,day,temp,cloud,rainfall_total,Humidity_mean,solar,customer,demand_max(Wh),usage(kWh)
0,0,2021,1,1,-0.6,7.3,0.0,83.1,9.0,783260,"49,968,118.15","11,154,070.87"
1,1,2021,1,2,-0.3,3.8,0.5,67.8,12.54,783281,"43,576,388.06","10,820,313.94"
2,2,2021,1,3,-0.6,7.3,0.0,54.6,10.37,783288,"44,345,831.21","10,577,876.27"
3,3,2021,1,4,1.2,3.1,0.0,71.8,10.07,783288,"49,666,971.53","11,410,542.58"
4,4,2021,1,5,-0.2,8.0,0.0,64.9,7.74,783310,"44,114,435.78","11,097,614.74"
5,5,2021,1,6,-2.4,7.5,1.2,65.9,10.95,783287,"250,647,650.98","13,483,005.42"
6,6,2021,1,7,-8.4,8.6,2.0,69.1,5.16,783266,"47,705,196.65","12,136,136.59"
7,7,2021,1,8,-9.9,2.8,0.0,55.8,12.15,783436,"53,668,802.90","12,821,846.23"
8,8,2021,1,9,-7.6,1.9,0.0,52.6,13.02,697997,"1,076,574,227.21","22,396,185.19"
9,9,2021,1,10,-5.1,4.4,0.0,74.3,9.5,697966,"51,608,225.95","11,128,492.40"
10,10,2021,1,11,-2.1,8.1,0.0,78.6,5.82,697966,"44,021,964.05","12,152,456.72"
11,11,2021,1,12,-0.5,5.5,0.0,80.4,10.78,697890,"44,297,935.63","12,172,820.50"
12,12,2021,1,13,4.3,3.4,0.0,77.5,11.74,697757,"44,700,574.58","11,826,793.14"
13,13,2021,1,14,6.6,0.1,0.0,76.8,12.16,697708,"45,528,155.18","11,263,504.16"
14,14,2021,1,15,7.9,8.0,0.0,83.9,7.46,697703,"50,697,525.74","11,632,766.19"
15,15,2021,1,16,0.3,8.3,0.0,60.9,7.43,697612,"43,369,093.82","11,311,041.43"
16,16,2021,1,17,-1.5,4.6,0.0,60.4,13.86,697621,"48,256,148.76","10,975,681.50"
17,17,2021,1,18,0.6,8.0,4.0,77.1,5.69,697615,"52,462,598.54","11,628,328.85"
18,18,2021,1,19,-1.3,0.0,0.0,46.0,14.39,697561,"44,539,508.64","11,704,741.50"
19,19,2021,1,20,3.2,2.6,0.0,51.1,13.68,697621,"49,980,983.64","11,663,196.29"
20,20,2021,1,21,7.6,8.3,6.8,81.4,5.47,697440,"43,991,190.65","11,361,640.29"
21,21,2021,1,22,9.4,9.9,2.9,97.9,4.14,697286,"49,362,831.00","10,826,742.68"
22,22,2021,1,23,9.3,10.0,4.0,96.8,3.29,697075,"42,324,986.14","10,337,419.98"
23,23,2021,1,24,8.8,3.6,0.0,70.5,12.93,697065,"41,435,239.03","10,343,845.57"
24,24,2021,1,25,8.8,5.1,0.0,66.8,13.75,697062,"45,719,726.33","10,734,353.24"
25,25,2021,1,26,6.5,9.8,8.7,90.6,3.79,696657,"121,941,714.96","14,122,003.59"
26,26,2021,1,27,5.1,4.9,0.0,41.8,14.25,696375,"44,919,990.48","10,988,331.94"
27,27,2021,1,28,0.7,7.9,1.0,71.8,6.84,696245,"55,912,527.19","11,950,043.23"
28,28,2021,1,29,-3.2,2.5,0.0,63.8,15.34,695954,"44,656,748.88","11,762,888.42"
29,29,2021,1,30,1.8,4.6,0.1,74.0,9.81,695755,"48,106,043.81","11,387,336.07"
30,30,2021,1,31,6.2,6.0,1.8,77.6,11.52,695641,"51,092,094.94","10,946,838.55"
31,31,2021,2,1,8.3,9.1,11.6,90.6,4.36,695648,"42,817,324.39","10,827,504.23"
32,32,2021,2,2,-1.0,0.6,0.0,45.6,16.45,695378,"164,012,153.50","11,988,750.99"
33,33,2021,2,3,0.3,2.0,0.0,50.3,16.03,695378,"54,992,772.24","11,144,786.22"
34,34,2021,2,4,1.6,1.3,1.1,49.1,16.67,696170,"50,299,933.27","10,636,186.02"
35,35,2021,2,5,2.8,6.1,0.0,41.0,11.02,696231,"44,263,394.83","11,207,579.60"
36,36,2021,2,6,5.7,6.9,0.0,71.4,6.55,695699,"41,713,886.14","10,613,986.48"
37,37,2021,2,7,7.4,4.0,0.0,65.8,14.14,695710,"40,098,807.38","10,625,817.49"
38,38,2021,2,8,0.3,0.0,0.0,44.8,17.29,695714,"44,448,821.26","11,118,687.87"
39,39,2021,2,9,1.7,0.0,0.0,40.1,17.32,695480,"42,671,288.23","11,642,488.34"
40,40,2021,2,10,4.0,2.0,0.0,58.1,15.93,695307,"56,912,305.10","11,386,415.50"
41,41,2021,2,11,6.4,8.5,0.0,63.6,10.21,695196,"41,690,192.74","10,460,928.62"
42,42,2021,2,12,9.3,6.1,0.0,47.0,15.04,695197,"50,671,756.37","10,552,279.98"
43,43,2021,2,13,10.6,0.8,0.0,41.0,16.83,695201,"48,063,368.26","10,086,433.03"
44,44,2021,2,14,10.9,9.1,0.0,55.1,7.98,695204,"41,074,672.34","9,731,673.15"
45,45,2021,2,15,3.9,8.9,0.6,65.9,7.26,695205,"49,818,108.94","10,586,733.01"
46,46,2021,2,16,0.4,4.5,0.9,60.5,13.96,674766,"51,172,526.09","11,146,163.90"
47,47,2021,2,17,-4.5,9.6,1.5,83.4,6.82,674535,"52,582,732.90","12,295,603.50"
48,48,2021,2,18,-2.2,8.6,0.2,69.1,9.52,674378,"59,241,329.81","12,663,186.49"
49,49,2021,2,19,3.8,1.1,0.0,65.4,18.39,674258,"54,768,599.28","11,901,151.89"
50,50,2021,2,20,10.6,0.0,0.0,74.8,16.01,674748,"42,189,927.82","10,532,084.32"
51,51,2021,2,21,13.0,0.0,0.0,65.0,17.9,674750,"39,113,274.24","9,853,147.15"
52,52,2021,2,22,10.5,0.0,0.0,62.1,16.61,674745,"45,267,175.15","10,558,934.94"
53,53,2021,2,23,3.6,2.8,0.0,38.5,16.24,674563,"49,218,881.95","10,475,597.28"
54,54,2021,2,24,3.9,7.0,0.0,42.0,5.49,674246,"43,160,485.90","11,312,194.49"
55,55,2021,2,25,4.7,9.6,14.8,86.1,2.83,674190,"51,385,168.61","12,106,760.05"
56,56,2021,2,26,9.7,8.3,0.0,59.1,15.45,674144,"41,161,327.97","11,061,835.84"
57,57,2021,2,27,9.4,6.3,0.0,46.0,17.92,674108,"47,440,332.96","11,276,630.70"
58,58,2021,2,28,8.9,9.8,0.4,70.9,6.06,674108,"37,423,033.99","10,639,258.30"
59,59,2021,3,1,11.5,9.4,39.7,95.9,3.51,674113,"47,450,304.53","11,408,471.19"
60,60,2021,3,2,4.7,5.1,0.0,74.8,15.61,674114,"40,004,822.76","11,561,651.27"
61,61,2021,3,3,6.2,4.5,0.0,64.9,18.39,674086,"42,163,352.28","11,605,318.55"
62,62,2021,3,4,6.9,9.5,8.9,85.8,5.31,674106,"41,988,949.37","12,048,967.32"
63,63,2021,3,5,10.7,3.8,0.0,71.5,19.82,674041,"49,365,675.58","11,464,543.31"
64,64,2021,3,6,10.4,7.0,0.0,67.6,14.83,673943,"39,426,953.59","11,007,245.23"
65,65,2021,3,7,8.7,7.6,0.0,69.9,12.78,673923,"39,077,479.56","10,490,634.55"
66,66,2021,3,8,8.6,4.6,0.0,66.1,19.79,673902,"40,151,634.14","11,332,996.13"
67,67,2021,3,9,8.6,5.5,0.0,48.6,18.48,673790,"38,509,564.15","11,095,412.99"
68,68,2021,3,10,10.6,0.0,0.0,45.1,20.71,673567,"166,512,416.09","12,572,876.30"
69,69,2021,3,11,11.8,7.9,1.6,58.5,17.85,673496,"41,589,683.09","11,167,857.45"
70,70,2021,3,12,9.2,8.0,16.2,93.9,6.05,673361,"48,860,127.14","11,517,880.14"
71,71,2021,3,13,9.6,0.6,0.0,74.8,20.62,673227,"51,144,080.62","11,249,970.23"
72,72,2021,3,14,9.8,0.4,0.0,67.5,20.73,673237,"37,081,770.70","10,170,177.04"
73,73,2021,3,15,12.3,5.8,2.4,69.3,17.43,673239,"49,470,780.50","11,555,573.06"
74,74,2021,3,16,11.3,3.8,3.5,64.8,21.36,673384,"41,929,639.37","11,193,782.47"
75,75,2021,3,17,9.7,1.8,0.0,53.6,21.09,673215,"47,648,403.19","10,817,540.15"
76,76,2021,3,18,11.7,2.1,0.0,62.4,21.93,743088,"98,972,105.86","13,181,140.25"
77,77,2021,3,19,13.9,7.4,0.0,60.3,18.9,672889,"47,681,567.11","11,009,897.27"
78,78,2021,3,20,9.7,10.0,11.1,94.6,3.75,673342,"46,496,118.31","10,889,998.51"
79,79,2021,3,21,6.8,8.8,0.0,63.0,17.19,673207,"297,225,969.10","13,515,733.57"
80,80,2021,3,22,7.5,1.3,0.0,47.8,23.98,673204,"48,079,008.07","11,214,475.42"
81,81,2021,3,23,10.1,0.0,0.0,61.4,22.66,672897,"49,606,596.36","10,853,492.22"
82,82,2021,3,24,11.8,5.4,0.0,56.3,15.14,672521,"39,582,177.24","10,539,567.61"
83,83,2021,3,25,13.3,0.3,0.0,59.9,23.73,672187,"54,497,262.89","10,364,877.55"
84,84,2021,3,26,14.8,3.6,0.0,46.9,21.84,671898,"36,536,516.59","10,167,026.07"
85,85,2021,3,27,14.7,9.4,38.5,83.6,4.23,671557,"46,205,718.36","10,353,338.54"
86,86,2021,3,28,12.4,6.8,0.5,85.6,13.85,671576,"43,753,198.32","9,702,953.98"
87,87,2021,3,29,13.1,5.1,0.0,53.0,18.87,671514,"34,130,760.31","9,692,347.10"
88,88,2021,3,30,14.0,2.8,0.0,33.0,22.3,671236,"34,675,183.94","9,564,423.46"
89,89,2021,3,31,15.3,5.4,0.0,43.6,21.86,670933,"36,438,230.18","10,209,007.40"
90,90,2021,4,1,16.7,8.1,0.0,36.6,15.06,670723,"36,230,025.43","9,685,761.60"
91,91,2021,4,2,18.7,8.0,0.0,44.3,13.43,670585,"96,378,541.61","11,774,565.78"
92,92,2021,4,3,16.8,10.0,11.6,87.8,3.49,670583,"34,710,989.62","10,258,469.10"
93,93,2021,4,4,11.0,9.6,3.3,97.9,3.6,670518,"34,834,485.38","9,737,391.71"
94,94,2021,4,5,12.4,0.0,0.0,56.3,26.75,670515,"36,578,580.70","10,156,031.24"
95,95,2021,4,6,12.4,2.8,0.0,52.4,22.13,670367,"45,405,122.33","10,200,909.49"
96,96,2021,4,7,14.1,1.0,0.0,44.0,26.05,670032,"2,280,364,441.34","33,619,790.70"
97,97,2021,4,8,12.9,2.5,0.0,40.9,26.36,669794,"44,474,825.33","9,589,594.95"
98,98,2021,4,9,13.3,2.6,0.0,41.0,24.85,669617,"34,332,553.01","9,418,898.93"
99,99,2021,4,10,13.6,2.1,0.0,54.9,23.83,669477,"68,070,330.77","9,673,208.61"
100,100,2021,4,11,15.6,2.4,0.0,38.9,26.0,669452,"85,496,908.85","9,712,601.53"
101,101,2021,4,12,13.9,10.0,16.9,78.3,4.33,669454,"41,699,200.99","10,530,207.72"
102,102,2021,4,13,10.0,6.1,0.3,76.4,17.96,669454,"44,269,330.30","9,339,219.42"
103,103,2021,4,14,9.4,2.0,0.0,41.3,27.8,669079,"72,972,997.70","9,924,175.74"
104,104,2021,4,15,11.8,3.4,0.0,36.6,24.84,669182,"173,006,213.38","14,460,832.04"
105,105,2021,4,16,13.1,9.0,0.0,67.5,10.87,668799,"35,967,949.03","9,850,072.84"
106,106,2021,4,17,11.3,2.8,0.0,55.6,25.17,668868,"63,568,397.66","10,150,712.38"
107,107,2021,4,18,11.0,0.9,0.0,49.4,27.94,668998,"44,191,536.07","10,116,177.34"
108,108,2021,4,19,12.8,0.4,0.0,53.4,28.14,668942,"34,364,368.03","10,067,214.54"
109,109,2021,4,20,15.9,1.9,0.0,48.9,27.0,668777,"31,076,241,083.78","333,404,998.00"
110,110,2021,4,21,19.2,8.1,0.0,37.9,19.37,668636,"36,566,735.88","10,011,529.60"
111,111,2021,4,22,19.7,9.5,0.0,36.5,10.47,668443,"42,754,053.82","9,834,486.62"
112,112,2021,4,23,21.3,7.6,0.0,28.4,21.81,668197,"42,165,563.64","9,880,064.72"
113,113,2021,4,24,19.1,5.5,0.0,33.5,26.14,667965,"32,420,656.73","8,983,125.41"
114,114,2021,4,25,17.8,3.1,0.0,51.1,22.24,667965,"44,454,647.64","9,458,350.74"
115,115,2021,4,26,16.5,4.8,0.0,50.6,26.52,667971,"42,297,781.90","8,846,634.54"
116,116,2021,4,27,16.6,8.6,0.0,53.8,15.23,667675,"35,030,119.51","9,587,004.80"
117,117,2021,4,28,17.9,8.3,0.0,53.8,21.43,667491,"33,058,837.03","9,269,369.12"
118,118,2021,4,29,17.4,6.1,1.8,47.5,26.41,667338,"33,582,251.93","9,442,716.28"
119,119,2021,4,30,14.7,6.1,0.3,59.8,27.07,667213,"34,233,230.35","9,425,534.27"
120,120,2021,5,1,10.6,7.6,12.8,78.8,11.22,667086,"33,217,106.21","9,709,699.05"
121,121,2021,5,2,12.3,3.9,0.0,69.5,20.18,971,"35,062,523.38","8,687,440.40"
122,122,2021,5,3,15.6,2.9,0.0,61.9,28.3,667077,"34,084,315.20","8,862,356.46"
123,123,2021,5,4,17.4,9.8,13.6,87.1,7.68,667071,"44,643,186.91","10,171,799.74"
124,124,2021,5,5,15.0,2.9,0.0,57.1,29.19,667037,"31,460,224.51","9,044,358.37"
125,125,2021,5,6,16.0,6.1,0.0,43.6,22.42,667017,"46,055,617.22","9,112,801.72"
126,126,2021,5,7,16.3,4.8,0.0,49.9,14.29,666962,"36,253,649.40","10,182,513.06"
127,127,2021,5,8,16.2,3.3,0.0,58.9,27.0,666837,"37,807,059.41","9,824,714.49"
128,128,2021,5,9,17.5,1.6,0.0,43.8,29.04,666787,"33,305,398.18","9,215,412.59"
129,129,2021,5,10,18.3,9.5,0.0,39.8,11.37,666779,"32,489,951.74","9,754,259.83"
130,130,2021,5,11,19.4,9.3,0.0,55.8,13.85,666736,"45,687,759.53","10,086,434.16"
131,131,2021,5,12,22.2,4.9,0.0,48.5,23.31,666654,"45,521,609.11","9,996,657.93"
132,132,2021,5,13,22.5,2.8,0.0,62.8,27.09,666616,"48,304,202.81","9,889,388.13"
133,133,2021,5,14,23.0,8.5,0.0,66.8,20.85,666656,"59,310,293.33","9,427,237.72"
134,134,2021,5,15,21.6,10.0,30.2,96.1,6.27,666961,"34,198,756.22","9,701,934.40"
135,135,2021,5,16,20.8,10.0,59.6,99.0,5.31,666865,"51,966,305.98","10,349,121.05"
136,136,2021,5,17,15.9,8.4,1.4,98.1,6.29,666904,"33,359,473.92","9,331,180.46"
137,137,2021,5,18,18.1,7.5,0.0,82.1,20.51,666857,"32,743,812.79","8,875,947.61"
138,138,2021,5,19,21.2,6.4,0.0,63.3,26.71,666878,"42,172,997.21","9,516,881.62"
139,139,2021,5,20,16.5,9.9,11.2,93.4,5.17,666976,"43,599,119.26","10,095,373.64"
140,140,2021,5,21,16.4,6.5,0.2,82.1,19.07,666846,"34,829,535.67","9,611,809.57"
141,141,2021,5,22,19.3,1.5,0.0,67.3,29.55,666787,"43,012,038.05","9,311,177.23"
142,142,2021,5,23,22.0,5.9,0.0,66.4,25.99,666787,"31,231,882.46","8,875,300.77"
143,143,2021,5,24,19.9,5.0,0.4,68.9,25.07,666788,"42,671,540.21","9,654,598.78"
144,144,2021,5,25,17.6,5.4,0.0,62.1,24.88,666765,"43,436,189.98","8,701,136.38"
145,145,2021,5,26,18.3,10.0,0.0,59.8,15.72,667470,"42,490,999.99","8,768,260.31"
146,146,2021,5,27,16.8,5.9,0.0,84.9,14.99,667618,"41,699,670.74","9,099,135.42"
147,147,2021,5,28,17.9,4.1,10.0,80.6,19.25,667625,"133,946,276.21","13,406,684.80"
148,148,2021,5,29,19.4,1.1,0.0,68.8,29.2,667556,"50,577,395.35","9,745,642.88"
149,149,2021,5,30,22.1,2.4,0.0,49.1,29.57,668276,"68,822,908.97","10,266,142.51"
150,150,2021,5,31,23.7,3.0,0.0,43.0,28.51,668191,"61,456,926.48","10,942,494.36"
151,151,2021,6,1,23.5,4.0,0.0,51.3,27.42,668291,"43,770,318.43","10,171,579.92"
152,152,2021,6,2,23.4,6.6,0.0,61.0,21.53,668041,"72,243,554.98","11,440,269.04"
153,153,2021,6,3,19.8,9.5,22.7,92.6,5.13,668080,"77,335,606.18","11,319,210.75"
154,154,2021,6,4,20.0,4.6,1.4,67.1,29.77,668269,"48,445,498.27","10,609,431.10"
155,155,2021,6,5,20.9,2.9,0.0,81.1,22.66,668516,"69,333,106.34","11,782,179.27"
156,156,2021,6,6,22.8,1.6,0.0,61.6,25.15,668849,"73,601,544.48","11,143,117.53"
157,157,2021,6,7,24.1,4.1,0.0,56.3,25.55,668849,"59,495,383.82","11,297,349.15"
158,158,2021,6,8,25.5,3.8,0.0,57.5,28.42,668849,"47,904,907.37","10,003,843.15"
159,159,2021,6,9,26.0,3.3,0.0,61.5,28.61,744440,"69,644,321.81","13,430,813.50"
160,160,2021,6,10,23.6,9.3,9.7,70.8,11.99,668850,"72,067,114.15","12,116,275.58"
161,161,2021,6,11,24.3,7.0,27.4,84.4,23.36,669017,"75,825,506.81","13,752,441.58"
162,162,2021,6,12,25.1,7.4,0.0,83.4,21.84,669063,"65,446,592.54","11,663,369.59"
163,163,2021,6,13,23.9,6.0,0.0,83.8,25.61,669327,"70,000,597.51","10,547,766.46"
164,164,2021,6,14,23.4,7.5,0.0,82.3,20.03,669060,"34,725,142.18","9,374,466.34"
165,165,2021,6,15,20.9,9.6,21.2,93.8,5.95,669378,"58,291,973.45","12,488,712.08"
166,166,2021,6,16,23.4,7.1,0.0,76.9,24.6,669475,"199,619,645.21","14,184,481.22"
167,167,2021,6,17,22.4,8.6,0.9,82.9,10.65,670094,"83,746,260.65","14,118,898.70"
168,168,2021,6,18,21.3,9.6,4.1,97.4,0.0,670287,"60,816,768.82","10,836,706.61"
169,169,2021,6,19,23.1,4.6,0.0,80.0,24.58,670700,"63,979,975.99","11,877,432.70"
170,170,2021,6,20,24.0,5.8,0.0,64.8,27.47,671346,"74,757,811.99","12,589,555.05"
171,171,2021,6,21,25.1,1.9,0.0,55.4,30.89,671380,"103,827,643.63","13,433,525.30"
172,172,2021,6,22,24.3,3.6,0.0,70.0,25.03,671569,"89,875,804.99","15,306,358.32"
173,173,2021,6,23,23.0,6.8,0.2,81.1,15.77,671992,"78,960,331.49","14,317,723.49"
174,174,2021,6,24,23.0,7.1,0.0,79.6,16.34,672116,"95,089,127.71","14,231,694.34"
175,175,2021,6,25,23.4,6.8,6.4,81.1,18.37,673310,"76,446,931.66","10,711,804.00"
176,176,2021,6,26,23.9,8.1,0.3,79.3,17.02,673736,"84,653,734.03","16,580,475.26"
177,177,2021,6,27,24.7,5.1,0.9,76.4,19.62,673698,"111,978,053.86","15,544,938.39"
178,178,2021,6,28,22.8,5.4,18.8,91.3,15.34,673776,"192,497,183.14","12,040,564.72"
179,179,2021,6,29,23.2,6.9,1.1,88.3,18.5,673776,"60,948,337.87","12,071,621.06"
180,180,2021,6,30,23.9,7.0,3.0,84.6,16.01,673776,"53,660,414.69","12,642,546.97"
181,181,2021,7,1,25.7,4.8,0.0,77.6,23.86,673509,"148,136,549.69","14,798,273.28"
182,182,2021,7,2,26.1,7.1,0.0,81.8,17.21,673450,"54,033,560.71","12,404,048.85"
183,183,2021,7,3,23.7,9.0,27.0,93.9,5.56,673622,"61,537,154.50","10,778,514.50"
184,184,2021,7,4,23.1,9.6,1.6,96.6,8.93,673581,"406,263,341.47","15,989,710.92"
185,185,2021,7,5,21.9,10.0,29.1,98.6,5.21,673334,"51,015,877.87","11,935,560.80"
186,186,2021,7,6,23.1,10.0,119.5,99.0,3.27,672730,"50,906,291.81","10,499,231.76"
187,187,2021,7,7,25.2,10.0,17.9,99.0,7.0,672731,"53,395,254.96","11,764,084.23"
188,188,2021,7,8,25.6,9.5,0.9,96.9,11.66,673744,"66,420,723.98","13,049,646.04"
189,189,2021,7,9,25.8,7.5,4.2,94.4,17.77,673394,"97,507,069.56","12,959,526.23"
190,190,2021,7,10,26.4,5.6,0.0,90.9,19.24,673551,"66,382,509.58","13,101,207.22"
191,191,2021,7,11,27.2,6.1,0.0,90.5,17.66,673388,"53,454,142.10","12,807,565.43"
192,192,2021,7,12,28.1,6.5,0.0,87.5,21.16,673571,"50,518,010.11","12,107,383.07"
193,193,2021,7,13,28.4,5.6,0.0,81.5,22.3,673211,"115,262,442.50","16,012,656.61"
194,194,2021,7,14,28.2,7.9,0.0,84.8,16.15,673236,"47,453,105.02","11,702,399.51"
195,195,2021,7,15,28.7,6.0,0.0,78.4,26.02,672764,"102,445,967.47","14,114,530.65"
196,196,2021,7,16,25.9,5.4,1.4,92.5,18.0,672783,"101,161,756.80","13,290,844.74"
197,197,2021,7,17,26.2,5.6,0.2,82.1,23.31,672347,"91,590,125.59","12,186,995.82"
198,198,2021,7,18,27.3,5.9,0.0,77.8,22.12,672534,"64,355,357.26","12,079,098.95"
199,199,2021,7,19,27.8,6.0,0.0,78.4,20.79,672344,"77,499,564.05","14,344,592.27"
200,200,2021,7,20,27.7,7.5,0.0,81.5,17.52,672336,"48,673,918.32","13,386,126.03"
201,201,2021,7,21,29.0,3.8,0.0,74.6,26.22,672130,"56,336,968.94","13,905,745.44"
202,202,2021,7,22,28.7,4.8,0.0,70.5,23.56,671878,"77,719,039.37","11,771,335.52"
203,203,2021,7,23,28.7,6.8,0.0,70.9,22.38,671722,"52,703,178.94","12,666,306.97"
204,204,2021,7,24,29.1,7.9,0.0,68.3,22.86,671728,"54,247,104.98","14,345,261.45"
205,205,2021,7,25,29.0,6.6,0.0,61.5,22.94,671778,"52,866,380.33","12,481,385.42"
206,206,2021,7,26,28.3,5.1,0.0,67.3,20.25,671782,"57,787,325.57","13,243,836.18"
207,207,2021,7,27,28.3,1.8,0.0,67.9,19.96,671784,"50,282,801.06","13,662,594.69"
208,208,2021,7,28,28.9,4.4,0.0,71.9,19.15,671873,"60,460,819.18","14,356,534.27"
209,209,2021,7,29,29.0,4.9,0.0,72.9,20.75,671975,"48,548,861.64","13,408,822.34"
210,210,2021,7,30,28.1,6.3,0.4,77.5,20.07,672183,"55,504,163.30","13,378,938.42"
211,211,2021,7,31,29.1,6.3,25.4,80.1,23.36,672417,"60,166,798.94","14,285,401.19"
212,212,2021,8,1,28.2,8.6,1.0,86.3,16.19,672669,"59,741,227.54","13,897,061.90"
213,213,2021,8,2,26.9,9.3,45.3,96.1,12.71,672685,"51,826,734.02","13,395,144.34"
214,214,2021,8,3,27.0,7.0,9.9,90.5,17.07,672716,"54,468,286.03","13,773,789.27"
215,215,2021,8,4,28.6,3.4,0.0,79.5,23.1,672872,"77,999,062.82","15,033,661.90"
216,216,2021,8,5,28.8,4.1,0.0,79.3,18.02,673149,"65,096,323.58","16,194,826.47"
217,217,2021,8,6,26.6,3.8,59.4,85.0,24.15,673557,"67,710,076.06","14,338,019.24"
218,218,2021,8,7,27.8,4.8,0.0,79.1,25.37,673923,"55,171,190.83","13,151,978.22"
219,219,2021,8,8,26.0,7.6,5.0,91.0,10.24,674401,"49,398,400.54","12,719,199.07"
220,220,2021,8,9,27.2,5.0,0.0,81.3,25.99,674409,"79,244,218.18","16,930,617.66"
221,221,2021,8,10,27.6,7.0,0.0,80.6,20.12,674442,"49,335,258.82","12,539,401.13"
222,222,2021,8,11,26.5,5.3,0.0,83.1,17.82,674909,"51,289,804.66","12,537,573.79"
223,223,2021,8,12,26.3,7.1,0.6,84.8,14.3,675507,"52,054,086.41","13,431,151.24"
224,224,2021,8,13,25.6,9.3,4.0,90.0,11.44,676046,"43,472,328.50","10,473,601.31"
225,225,2021,8,14,24.3,7.9,12.8,88.9,15.5,676046,"42,814,423.10","9,475,584.51"
226,226,2021,8,15,24.7,7.3,13.7,87.5,16.53,676251,"54,297,614.59","10,181,863.44"
227,227,2021,8,16,25.7,4.6,0.0,79.5,0.0,676259,"63,639,484.51","12,860,578.75"
228,228,2021,8,17,25.5,7.0,17.2,73.9,24.47,676259,"51,949,835.71","11,993,767.10"
229,229,2021,8,18,22.7,6.9,22.7,93.4,13.72,676314,"81,117,410.45","15,008,253.08"
230,230,2021,8,19,22.7,6.4,19.2,90.6,15.44,676374,"63,170,026.01","11,182,936.97"
231,231,2021,8,20,24.8,3.1,0.0,84.0,21.48,676580,"50,678,367.53","9,993,453.70"
232,232,2021,8,21,24.5,9.0,19.9,98.0,3.8,676669,"59,229,861.29","10,906,039.21"
233,233,2021,8,22,25.8,7.9,0.0,89.5,18.26,676741,"45,671,592.89","9,931,263.79"
234,234,2021,8,23,24.1,9.9,30.6,98.8,0.0,676743,"59,794,723.85","11,388,236.44"
235,235,2021,8,24,25.2,9.4,29.6,98.8,0.0,676743,"64,281,835.97","11,912,486.07"
236,236,2021,8,25,25.2,9.8,10.7,97.9,8.42,676743,"72,569,591.98","12,488,444.70"
237,237,2021,8,26,26.3,5.9,0.0,82.4,21.14,676872,"50,335,568.93","11,039,799.68"
238,238,2021,8,27,23.5,8.3,10.6,98.9,7.63,676912,"48,996,060.84","11,099,480.96"
239,239,2021,8,28,25.1,6.1,0.0,84.3,19.74,676983,"48,157,351.42","11,036,569.49"
240,240,2021,8,29,25.5,9.5,24.6,97.8,9.2,677417,"49,517,271.84","11,834,215.47"
241,241,2021,8,30,25.5,7.9,1.9,91.0,16.25,677420,"53,415,478.82","12,016,367.33"
242,242,2021,8,31,26.5,7.0,0.0,89.5,18.43,677457,"51,136,307.26","11,145,382.13"
243,243,2021,9,1,24.5,9.4,45.7,97.4,5.5,678062,"48,376,385.26","11,683,753.69"
244,244,2021,9,2,21.6,9.5,3.4,98.4,5.69,678733,"40,720,079.45","9,521,049.45"
245,245,2021,9,3,22.4,8.8,1.3,94.1,14.17,679361,"46,479,865.66","10,212,886.76"
246,246,2021,9,4,23.4,8.8,0.0,88.6,13.17,680075,"46,564,818.72","10,170,390.87"
247,247,2021,9,5,21.6,10.0,1.1,91.1,5.99,680607,"40,416,713.14","9,753,544.72"
248,248,2021,9,6,21.2,9.9,2.1,93.3,6.07,680610,"47,572,271.28","9,271,357.58"
249,249,2021,9,7,22.4,9.3,2.4,94.4,6.73,680650,"48,160,219.63","11,034,311.57"
250,250,2021,9,8,22.7,5.9,0.0,84.4,19.76,681367,"49,047,976.78","11,054,374.04"
251,251,2021,9,9,23.1,7.8,0.0,84.5,16.68,682026,"75,545,713.27","11,415,963.93"
252,252,2021,9,10,23.1,8.5,0.0,93.0,7.33,682856,"54,466,914.02","10,599,922.95"
253,253,2021,9,11,24.9,2.9,0.0,83.9,20.67,683624,"54,709,346.45","11,548,920.88"
254,254,2021,9,12,24.8,7.0,0.0,83.3,18.2,684358,"46,610,488.46","13,267,265.40"
255,255,2021,9,13,24.2,8.8,0.0,69.8,15.62,684377,"52,208,098.03","13,009,049.55"
256,256,2021,9,14,22.5,9.3,2.5,85.1,7.06,684428,"53,235,318.82","13,071,093.72"
257,257,2021,9,15,24.1,5.0,0.0,64.1,22.98,685171,"64,282,424.42","14,928,813.06"
258,258,2021,9,16,21.3,7.8,2.0,82.5,9.8,686276,"53,086,284.07","12,426,947.37"
259,259,2021,9,17,23.2,7.6,3.2,86.5,15.23,687355,"184,710,661.46","19,025,449.75"
260,260,2021,9,18,23.3,7.1,0.0,81.8,13.75,688227,"64,661,302.66","14,634,470.03"
261,261,2021,9,19,23.5,4.0,0.0,77.1,17.94,689437,"71,122,591.75","14,940,599.77"
262,262,2021,9,20,23.9,4.6,0.0,78.6,21.96,689816,"47,177,081.66","11,266,199.61"
263,263,2021,9,21,22.5,6.4,32.0,92.9,11.06,689817,"69,186,614.02","15,071,153.50"
264,264,2021,9,22,23.2,3.3,1.9,84.8,18.2,689821,"66,847,706.30","15,650,297.50"
265,265,2021,9,23,21.5,2.9,0.0,72.6,21.43,689828,"64,989,201.91","13,323,043.08"
266,266,2021,9,24,20.9,3.6,0.0,76.6,19.35,689850,"68,056,722.60","15,541,533.18"
